iteration,program,reward
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( frontIsClear c) i( putMarker i) m),1.100000023841858
1,DEF run m( turnRight move move WHILE c( noMarkersPresent c) w( turnRight IFELSE c( noMarkersPresent c) i( move i) ELSE e( move e) w) m),1.100000023841858
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( rightIsClear c) i( WHILE c( frontIsClear c) w( move w) i) m),1.100000023841858
1,DEF run m( IF c( noMarkersPresent c) i( turnRight move i) IF c( rightIsClear c) i( WHILE c( frontIsClear c) w( move w) i) m),0.10000000149011612
1,DEF run m( IF c( frontIsClear c) i( turnLeft move i) WHILE c( frontIsClear c) w( WHILE c( frontIsClear c) w( move w) w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( frontIsClear c) i( turnRight move i) m),1.100000023841858
1,DEF run m( IF c( noMarkersPresent c) i( turnRight turnLeft i) move turnRight move WHILE c( frontIsClear c) w( move move w) m),0.10000000149011612
1,DEF run m( REPEAT R=11 r( IF c( frontIsClear c) i( move i) r) WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( turnRight move w) turnLeft w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( rightIsClear c) w( move w) m),1.100000023841858
1,DEF run m( move move WHILE c( frontIsClear c) w( turnRight w) move turnRight move move m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight WHILE c( rightIsClear c) w( move w) w) m),1.100000023841858
1,DEF run m( IF c( noMarkersPresent c) i( turnRight move i) WHILE c( rightIsClear c) w( turnRight move w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( frontIsClear c) i( move putMarker i) m),1.100000023841858
1,DEF run m( IF c( leftIsClear c) i( turnLeft i) move IF c( frontIsClear c) i( IF c( frontIsClear c) i( move i) i) m),0.10000000149011612
1,DEF run m( move turnLeft WHILE c( frontIsClear c) w( move w) WHILE c( noMarkersPresent c) w( turnLeft move w) m),0.30000001192092896
1,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight move move w) m),0.5
1,DEF run m( REPEAT R=11 r( move r) turnRight move move IF c( noMarkersPresent c) i( WHILE c( noMarkersPresent c) w( move w) i) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) REPEAT R=8 r( turnRight move r) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) w) WHILE c( noMarkersPresent c) w( pickMarker move move w) m),0.10000000149011612
1,DEF run m( WHILE c( frontIsClear c) w( turnRight move w) IF c( frontIsClear c) i( turnRight move i) m),0.10000000149011612
1,DEF run m( WHILE c( frontIsClear c) w( turnLeft move w) WHILE c( not c( frontIsClear c) c) w( turnLeft w) move m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight move move w) m),0.5
1,DEF run m( turnRight move WHILE c( frontIsClear c) w( turnLeft w) turnRight move WHILE c( frontIsClear c) w( WHILE c( noMarkersPresent c) w( move w) turnLeft w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( not c( markersPresent c) c) w( turnRight move w) m),1.100000023841858
1,DEF run m( IF c( not c( frontIsClear c) c) i( IF c( noMarkersPresent c) i( move i) i) turnRight stmt IFELSE c( frontIsClear c) i( WHILE c( frontIsClear c) w( stmt w) i) ELSE e( WHILE c( cond c) w( IF c( cond c) i( stmt i) stmt w),0.0
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight IF c( not c( leftIsClear c) c) i( move i) w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight turnLeft w) WHILE c( not c( markersPresent c) c) w( stmt w) WHILE c( frontIsClear c) w( turnLeft w) stmt IF c( frontIsClear c) i( stmt IF c( cond c) i( REPEAT R=12 r( REPEAT cste r( stmt r) r) i),0.0
1,DEF run m( IF c( leftIsClear c) i( move i) move IF c( noMarkersPresent c) i( WHILE c( rightIsClear c) w( pickMarker w) i) m),0.10000000149011612
1,DEF run m( WHILE c( not c( markersPresent c) c) w( IF c( frontIsClear c) i( move i) move w) m),0.10000000149011612
1,DEF run m( WHILE c( leftIsClear c) w( move turnRight turnLeft move w) m),0.10000000149011612
1,DEF run m( IF c( frontIsClear c) i( turnRight move i) IF c( frontIsClear c) i( WHILE c( not c( rightIsClear c) c) w( move w) i) m),0.10000000149011612
1,DEF run m( IF c( leftIsClear c) i( turnLeft turnLeft move i) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( move IF c( not c( frontIsClear c) c) i( turnRight i) w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight turnLeft w) turnRight WHILE c( noMarkersPresent c) w( putMarker move w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( rightIsClear c) i( IF c( frontIsClear c) i( IFELSE c( frontIsClear c) i( move i) ELSE e( move e) i) i) m),1.100000023841858
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move move w) m),0.30000001192092896
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( not c( markersPresent c) c) i( turnRight move i) m),1.100000023841858
1,DEF run m( WHILE c( frontIsClear c) w( move turnLeft w) WHILE c( frontIsClear c) w( putMarker w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) w) m),1.100000023841858
1,DEF run m( REPEAT R=11 r( WHILE c( not c( leftIsClear c) c) w( move w) r) WHILE c( not c( markersPresent c) c) w( pickMarker w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move turnLeft move w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) move turnRight move w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight IFELSE c( not c( leftIsClear c) c) i( move i) ELSE e( move e) w) m),1.100000023841858
1,DEF run m( WHILE c( frontIsClear c) w( move move w) IF c( rightIsClear c) i( IF c( frontIsClear c) i( move i) i) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( move w) m),1.100000023841858
1,DEF run m( WHILE c( noMarkersPresent c) w( move IFELSE c( not c( leftIsClear c) c) i( move i) ELSE e( WHILE c( frontIsClear c) w( move w) move e) w) m),0.10000000149011612
1,DEF run m( WHILE c( leftIsClear c) w( move turnRight move w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnLeft e) IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m),0.10000000149011612
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( move w) m),1.100000023841858
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight IFELSE c( not c( leftIsClear c) c) i( move i) ELSE e( move e) w) m),1.100000023841858
1,DEF run m( turnLeft turnLeft move move move turnLeft IF c( rightIsClear c) i( move i) m),0.10000000149011612
1,DEF run m( IF c( frontIsClear c) i( move move i) WHILE c( rightIsClear c) w( IF c( frontIsClear c) i( move i) w) m),0.10000000149011612
1,DEF run m( IF c( frontIsClear c) i( turnRight move WHILE c( noMarkersPresent c) w( move w) i) m),0.10000000149011612
1,DEF run m( IF c( noMarkersPresent c) i( WHILE c( noMarkersPresent c) w( turnRight move w) i) m),1.100000023841858
1,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( turnLeft move w) m),1.100000023841858
1,DEF run m( WHILE c( leftIsClear c) w( turnRight move move move w) m),0.10000000149011612
1,DEF run m( REPEAT R=11 r( IF c( frontIsClear c) i( move i) r) WHILE c( noMarkersPresent c) w( turnRight move IFELSE c( frontIsClear c) i( turnRight i) ELSE e( turnRight e) w) m),0.10000000149011612
1,DEF run m( IF c( frontIsClear c) i( turnLeft move i) WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m),0.10000000149011612
1,DEF run m( move move WHILE c( frontIsClear c) w( turnLeft w) WHILE c( noMarkersPresent c) w( turnRight move w) m),0.4000000059604645
1,DEF run m( IF c( leftIsClear c) i( move IF c( leftIsClear c) i( turnLeft i) i) m),0.10000000149011612
2,DEF run m( turnRight turnLeft move move WHILE c( noMarkersPresent c) w( turnRight WHILE c( frontIsClear c) w( move w) w) m),0.5
2,DEF run m( turnLeft turnLeft move move WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m),0.5
2,DEF run m( WHILE c( leftIsClear c) w( move w) turnLeft turnRight m),0.10000000149011612
2,DEF run m( WHILE c( not c( markersPresent c) c) w( turnRight move w) move m),0.10000000149011612
2,DEF run m( WHILE c( frontIsClear c) w( pickMarker move w) IF c( noMarkersPresent c) i( turnRight move i) m),0.10000000149011612
2,DEF run m( turnRight turnLeft move move WHILE c( noMarkersPresent c) w( turnLeft WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( putMarker i) w) w) m),0.10000000149011612
2,DEF run m( IF c( leftIsClear c) i( move i) move turnRight WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m),1.100000023841858
2,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( pickMarker move e) WHILE c( frontIsClear c) w( move move move w) m),0.10000000149011612
2,DEF run m( turnLeft turnLeft turnLeft move WHILE c( noMarkersPresent c) w( IFELSE c( noMarkersPresent c) i( move i) ELSE e( turnRight e) w) m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move w) WHILE c( rightIsClear c) w( turnRight move w) m),0.20000000298023224
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight w) m),0.10000000149011612
2,DEF run m( IF c( leftIsClear c) i( move i) move turnRight WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( rightIsClear c) w( WHILE c( markersPresent c) w( move w) w) WHILE c( noMarkersPresent c) w( turnRight move putMarker w) m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( frontIsClear c) i( turnRight move i) m),1.100000023841858
2,DEF run m( IF c( leftIsClear c) i( move i) move turnRight WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( frontIsClear c) w( move turnRight w) turnRight turnRight move WHILE c( not c( leftIsClear c) c) w( move w) m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( noMarkersPresent c) i( turnRight move i) m),1.100000023841858
2,DEF run m( IF c( leftIsClear c) i( move i) move turnRight WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( move IF c( not c( leftIsClear c) c) i( move i) w) m),0.10000000149011612
2,DEF run m( IF c( leftIsClear c) i( turnLeft move IFELSE c( rightIsClear c) i( move i) ELSE e( IFELSE c( frontIsClear c) i( turnRight move i) ELSE e( REPEAT R=18 r( turnLeft r) e) e) i) m),0.10000000149011612
2,DEF run m( move turnLeft WHILE c( frontIsClear c) w( move w) WHILE c( noMarkersPresent c) w( putMarker move w) m),0.10000000149011612
2,DEF run m( WHILE c( rightIsClear c) w( WHILE c( noMarkersPresent c) w( turnRight move w) w) m),0.10000000149011612
2,DEF run m( turnLeft turnLeft turnLeft move WHILE c( frontIsClear c) w( turnRight move w) m),0.20000000298023224
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight turnLeft w) WHILE c( noMarkersPresent c) w( IF c( rightIsClear c) i( pickMarker i) w) m),0.10000000149011612
2,DEF run m( IF c( not c( frontIsClear c) c) i( turnLeft move i) WHILE c( frontIsClear c) w( IFELSE c( frontIsClear c) i( turnRight move i) ELSE e( stmt e) stmt WHILE c( cond c) w( IFELSE c( cond c) i( stmt i) ELSE e( stmt e) WHILE c(,0.0
2,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) turnRight turnRight move w) m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight IFELSE c( rightIsClear c) i( move i) ELSE e( WHILE c( frontIsClear c) w( turnRight move w) e) w) m),0.5
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( putMarker move move turnRight IFELSE c( noMarkersPresent c) i( move i) ELSE e( turnRight e) w) m),0.30000001192092896
2,DEF run m( IF c( frontIsClear c) i( WHILE c( rightIsClear c) w( move w) i) WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( IF c( leftIsClear c) i( move i) move turnRight WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( noMarkersPresent c) i( turnRight move i) m),1.100000023841858
2,DEF run m( WHILE c( not c( markersPresent c) c) w( turnRight move w) WHILE c( frontIsClear c) w( turnRight w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( frontIsClear c) w( WHILE c( rightIsClear c) w( pickMarker w) w) m),1.100000023841858
2,DEF run m( IF c( frontIsClear c) i( WHILE c( markersPresent c) w( move w) i) IF c( frontIsClear c) i( turnRight i) putMarker m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) IF c( frontIsClear c) i( turnRight move i) m),1.100000023841858
2,DEF run m( move turnLeft move move WHILE c( noMarkersPresent c) w( IFELSE c( noMarkersPresent c) i( move i) ELSE e( turnRight e) w) m),0.10000000149011612
2,DEF run m( WHILE c( not c( noMarkersPresent c) c) w( IF c( frontIsClear c) i( move i) w) WHILE c( noMarkersPresent c) w( move w) m),0.10000000149011612
2,DEF run m( WHILE c( noMarkersPresent c) w( turnRight move w) WHILE c( rightIsClear c) w( putMarker putMarker w) m),1.100000023841858
2,DEF run m( WHILE c( noMarkersPresent c) w( move IF c( not c( leftIsClear c) c) i( move i) w) m),0.10000000149011612
2,DEF run m( WHILE c( frontIsClear c) w( turnLeft move w) WHILE c( noMarkersPresent c) w( turnRight move w) m),1.100000023841858
